CodEqu,Descri,CosDia
EZ0377,PALPADORES EQUIPO MEDICION UT  DMS2,16.49
EZ0378,PANEL DE TONOS PARA REPETIDORA MOTOROLA,49.5522
EZ0379,PANTOGRAFO,27.53
EZ0380,PATRON Y PALPADORES PARA EQUIPO DE UT,16.49
EZ0381,PINZA AMPERIMETRICA FLUKE - ALQ.,77.06
EZ0382,PINZA AMPERIMETRICA FLUKE,29.73006
EZ0383,PINZA FLUKE 1000 A-600V (ELECTRICIDAD),3.52358
EZ0384,PISTOLA DE PINTURA,1.9487422
EZ0385,PISTOLA HIDRAULICA,16.516000000000002
EZ0386,PISTOLA NEUMATICA ,44.03
EZ0387,PLANTA ELECTRICA,23.279698
EZ0388,PLANTA ELECTRICA 35 KVA TRIFASICA 220 VO,214.71
EZ0389,"PLANTA ELECTRICA DE 37,5 KVA",110.11
EZ0390,PLANTA ELECTRICA 8 KVA ,4.59162
EZ0391,PLC DE AUTOMATIZACION PARA ENFRIAMIENTO ,756.47
EZ0392,PLIZADORA / PLEGADORA DE METAL,33.06
EZ0393,POLEAS PARA TENDIDO DE CABLE,55.06
EZ0394,"PONCHADORA DE 1/2"" A 4""",55.06
EZ0395,PRENSA HIDRAULICA DE 50 TON,225.74
EZ0396,"PRENSA MANUAL 6""",55.06
EZ0397,PRENSA TERMINAL HIDRAULICO CON ACCESORIO,33.06
EZ0398,PRENSA TERMINAL HIDRAULICA,82.58
EZ0399,PROBADOR DE AUSENCIA DE TENSION ,30.14
EZ0400,PUESTOS DE TRABAJO CON SILLA ,21.07446
EZ0401,PULIDORA DE BANCO MOTORIZADA P/EVAL. MET,5.53
EZ0402,RADIO DE REPOSICION PRO 5150 MOTOROLA,9.88
EZ0403,RADIO PUNTO A PUNTO P/SISTEMA IGNICION F,7.5537
EZ0404,RANA/ PLANCHA COMPACTADORA,220.22
EZ0405,RASTRILLOS P/REGAR MATERIAL EN TALUDES ,3.28
EZ0406,REBORDEADORA DE LAMINA ,38.55
EZ0407,RECINTO P/PREPARACION AGUA,24.24
EZ0408,RECINTO PARA ENTREGA DE COMIDAS EMPACADA,15.2
EZ0409,RECINTO PARA PREPARACION DE AGUA,8.81
EZ0410,RECINTO PARA REPARACION DE AGUA ,15.2
EZ0411,RELOJ COMPARADOR DE PRECISION,14.9748
EZ0412,REPETIDOR ANALOGICO MOTOROLA BANDA VHF,341.5968
EZ0413,RESISTIVIMETRO PARA PRUEBA PUESTA A TIER,82.58
EZ0414,RETROEXCAVADORA CAT,440.44
EZ0415,RODILLOS PARA CABLE,4.86
EZ0416,ROLADORA / DOBLADORA DE METALES,38.55
EZ0417,ROSCADORA Y CORTA TUBO MARCA RIGID,110.11
EZ0418,SALA TECNICA/ OFICINA,44.03
EZ0419,SEÑORITA DE 10 TONELADAS ,35.78575
EZ0420,SERVICIO BAÑO SAB-DOM-FER,5.53
EZ0421,SERVICIO DE AGUA LAVAMANO,16.49
EZ0422,SERVICIO DE CONEXION DE TRAILER,550.58
EZ0423,SERVICIO DE MANTENIMIENTO EN CAMPO,77.06
EZ0424,SERVICIO DE SUMINISTRO DE GASOIL,33.06
EZ0426,SET HERRAMIENTAS AISLADORES,27.53
EZ0427,SET UP DESCARGA (TOLVAS CICLON-DESCARGA),1717.73
EZ0428,SET UP SUMINISTRO DE NITROGENO LIQUIDO N,5367.93
EZ0429,SIERRA ZIG-ZAG / VAIVEN,53.98
EZ0430,SIERRACOPA DE DIAMANTE HILTI,441.02
EZ0431,SILLAS P/OFICINA TRAILER,1.08
EZ0432,SIMULADOR DE SEÑAL ANALOGICA 4-20MA,99.12
EZ0433,SIMULADOR DE TEMPERATURA ,102.94
EZ0434,SISTEMA COMPUTADORAS P/PROVISIONALES,11.01
EZ0435,SISTEMA DE VIDEO E INSPECCION (GRABACION,121.69
EZ0436,SISTEMA DE VIDEO E INSPECCION (GRABACION,171.8
EZ0438,SOFTWARE MICROSOFT PROJECT P/DIA,5.53
EZ0439,SOFTWARE WINDOWS P/DIA/LICENCIA,2.18
EZ0440,SOLDADOR LINCONL SA 250 O SIM ,308.32
EZ0441,SONDA DE INSPECCION ,176.18
EZ0442,SONDA DE INSPECCION ECT,99.12
EZ0443,SONDA DE INSPECCION RFECT,121.12
EZ0444,SOPLADORA DE AIRE,5.53
EZ0445,SOPORTE BASE REFORZADO P/ILUMINACION ,0.545127
EZ0446,SUMINISTRO DE COMBUSTIBLE,88.1
EZ0447,SURTIDOR /DISPENSADOR DE AGUA ELCTRICO,1.58576
EZ0448,TABLERO DE CONEXION Y PROTECCIONES ,11.56176
EZ0449,TALADRO HOT TAPPING MACHINE ,27.53
EZ0450,TALADRO ELECTRICO DE BANCO,187.19
EZ0451,TALADRO FRESADOR,36.53
EZ0452,TALADRO INALAMBRICO,16.49
EZ0453,TALADRO INDUSTRIAL,19.82
EZ0454,TALADRO PORTATIL ,6.88
EZ0455,TANQUE ALMACENAR COMB. P/PLANTA ELECT 8K,9.60176
EZ0456,TENAZAS USO PETROQUIMICA,30.82
EZ0457,TENAZAS CABILLERO,8.265
EZ0458,TERMO PORTA ELECTRODO,38.55
EZ0459,TERMOMETRO INFRAROJO DIGITAL,5.53
EZ0460,TESTER/PINZA AMPERIMETRICA,11.01
EZ0461,TESTER P/SISTEMA IGNICION FLARE,60.58
EZ0462,TIJERA DE CORTE DERECHA E IZQUIERDA,19.82
EZ0463,TOLDO CARPA PLEGABLE PROTECC. UV 5X5,17.62
EZ0464,TORNO CONVENCIONAL/MANUAL,82.58
EZ0465,"TORNO PORTAIL 1 1/2"" - 2""",132.12
EZ0466,TORQUE MANUAL DE 120 LB,185
EZ0467,TORQUIMETRO 150-300 LBS GAMA ALTA,6.2598293
EZ0468,TORQUIMETRO 150-300 LBS - GAMA MEDIA,4.67975
EZ0469,TORRE METALICA C/PORTA FOCOS - ILUMINACI,118.094075
EZ0470,TRAILER ALMACEN MATERIALES,20.35
EZ0471,TRAILER COMEDOR 20 PUESTO,269.77
EZ0472,TRAILER DE ALMACEN,16.49
EZ0473,TRAILER DE HERRAMIENTAS DEPOSITO,17.91
EZ0474,TRAILER DE OFICINA STAFF,22.01
EZ0475,TRAILER DE OFICINA SUPERVISORES Y LABORA,19.82
EZ0476,TRAILER DE OFICINAS,50.0784828
EZ0477,TRAILER OFICICINA DE 10M,60.58
EZ0478,TRAILER PARA OFICINA,99.12
EZ0479,TRAILER OFICINA CON ESCALERA DE ACCESO ,112.863816
EZ0480,TRAILER PARA AGUA Y HIELO,27.53
EZ0481,TRAILER PARA AGUA Y HIELO DE 3 MTS,88.1
EZ0482,TRAILER PARA COMEDOR ,27.53
EZ0483,TRAILER P/COMIDA EMPACADAS,27.53
EZ0484,TRAILER PARA DEPOSITO DE HERRAMIENTAS ,27.53
EZ0485,TRAILER PARA OFICINA DE 6 MTS CON AIRE A,88.1
EZ0486,TRAILER TIPO ALMACEN,33.06
EZ0487,TRAILER TIPO COMEDOR,33.06
EZ0488,TRAILER TIPO OFICINA,44.03
EZ0489,TRAILER UNIDAD DE SOPORTE VITAL,3303.3284000000003
EZ0490,TRAILER VESTIDOR,22.01
EZ0491,TRAILER OFICINA 12M ,132.12
EZ0492,TRANSPORTE CONTRACTUAL CON CHOFER,165.19
EZ0493,TRANSPORTE DE CARGA PESADA,59.47
EZ0494,TRANSPORTE DE DESECHOS CAPACIDAD 18 M3,704.69
EZ0495,TRANSPORTE DE PERSONA EN FASE PARADA ,154.17
EZ0496,TRANSPORTE DE PERSONA EN FASE POST-PARAD,154.17
EZ0497,VEHICULO P /TRANSPORTE DE PERSONAL ,159.65
EZ0498,TRANSPORTE DE PERSONAL (NO PARADA),247.74965
EZ0499,TRANSPORTE DE PERSONAL EN FASE PRE-PARAD,154.17
EZ0500,TRANSPORTE  PERSONAL VAN CAP 20 PER C/CH,275.29
EZ0501,TRANSPORTE PERSONAL TAXI CAP 3 PER,110.11
EZ0502,TRANSPORTE NO CONTRACTUAL CON CHOFER,165.19
EZ0503,TROQUELADORA,27.53
EZ0504,UNIDAD DE ALTO VACIO 28 X MMGH,3435.44
EZ0505,UNIDAD P/CILINDROS AIRE RESPIRABLE CERTI,4294.33
EZ0506,UNIDAD DE ATAQUE ELECTROLITICO,1.08
EZ0507,COMPUTADOR PC / LAPTOP  P/DIA,3.28
EZ0508,USO DE BANCO DE PRUEBA DE 4160 VOLT ,1101.12
EZ0509,VAISALA/MEDIDOR DE HUMEDAD EN EL ACEITE,220.22
EZ0510,CAMIONETA/VEHICULO,66.09
EZ0511,VEHICULO - CAMIONETA 4X4,110.11
EZ0512,VEHICULO PARA TRANSPORTE DE PERSONAL,198.22
EZ0513,VEHICULOS PARA AGUA / HIELO,5.53
EZ0514,VEHICULOS PARA AGUA/HIELO,5.53
EZ0515,VENTURI / MEZCLADOR DE FLUIDOS GAS,16.49
EZ0516,"VESTUARIO 6 M X 2,4 M / CAPACIDAD 20 PER",17.62
EZ0517,VIBROCOMPACTADORA DE RODILLO ,330.32
EZ0518,WATTIMETRO/VATIMETRO P/FRECUENCIAS 0-100,82.58350000000002
EZ0519,BOMBA DE TRASEGADO DE ACEITE,4.45968
EZ0520,CAMARA FOTOGRAFICA DIGITAL SONY DCS-W 57,13.2134
EZ0521,CAMARA TERMOGRAFICA,8.8088
EZ0522,CAVA PARA HIELO,2.47761
EZ0523,CEPILLOS DE CERDAS GRUESAS CARRETERO C/C,0.0644
EZ0524,CINCHAS DE TRINQUETE /AMARRE 2 TON,1.3224
EZ0525,CONTENEDOR DEPOSITO 3MT,38.5387
EZ0526,DETECTOR ALTA TENSION AMPROBE C/PERTIGA ,3.39136
EZ0527,DETECTOR ELECTRONICO DE METALES,3.23736
EZ0528,DOBLADOR DE TUBING,6.05638
EZ0529,DREMEL INALAMBRICO MODELO 1100,1.45332
EZ0530,DREMEL INALAMBRICO MODELO 800,1.57432
EZ0531,DUROMETRO /MEDIDOR DUREZA,7.69131
VEH086,CAMION VOLTEO,440.44
EZ0532,DUROMETRO DE BANCO FIJO/PRUEBAS EN MAT.S,6.166271999999999
EZ0533,DUROMETRO DE CAMPO (ESCLEROSCOPIA DE IMP,7.69131
EZ0534,EQUIPO DE INYECCION DE QUIMICOS SELLANTE,18.16837
EZ0535,EQUIPO DE PINTURA GRACO,13.08142
EZ0536,EQUIPO DE TORQUE HIDRAULICO/NEUMATICO,44.04435
EZ0537,EQUIPO MEDIDOR DE ESPESORES,13.32342
EZ0538,EQUIPO P/PINTAR AIRLESS,5.23259
EZ0539,"ESMERIL DE 7 1/2""",19.8201
EZ0540,ESMERIL SKIL 700 WATT MODELO 9003,3.3033
EZ0541,ESPECTROFOTOMETRO/ANALISIS QUIMICO DE SU,99.0999
EZ0542,ESTIBA/PALETA DE MADERA (1.2 X 1.2) MTS,0.3298
EZ0543,ESTROBOS Y GRILLETES P/LEVANTAR,0.6612
EZ0544,EXTRACTOR DE AIRE EXPLOSSION PROOF,13.2132
EZ0545,EXTRACTOR/DESMONTAR PIEZAS ACOPLADAS/ROD,4.955699999999999
EZ0546,FLUKE 80PK-22/SONDA DE TEMPERATURA LÍQUI,26.4261
EZ0547,FLUKE CALIBRADOR MULTIFUNCION PRECISION ,63.21573
EZ0548,FURGONETA KIA PREGIO 12 PUESTOS C/CHOFER,308.31059000000005
EZ0549,GENERADOR ELECTRICO/ PLANTA 50 KVA,322.074545
EZ0550,GONIOMETRO/MEDICION DE ANGULOS HORZ. Y V,3.3033
EZ0551,HERRAMIENTAS DE IMPACTO NEUMATICA,16.517400000000002
EZ0552,HIDROJET 5000 PSI ,99.10025000000002
EZ0553,IMPRESORA / FOTOCOPIADORA MULTIFUNCIONAL,4.9552
EZ0554,JAULA PARA CILINDROS DE GASES,2.9728799999999995
EZ0555,JUEGO DE PONCHADOR HIDRAULICA P/METALES,5.28522
EZ0556,KIT INSPECCION VISUAL P/ SOLDADURA,14.5347
EZ0557,KIT PARA PINTURA,0.4403
EZ0558,LAMPARA EXPLOSSION PROOF,7.4878
EZ0559,LAMPARA ANTIEXPLOSIVA,9.9104
EZ0560,LINTERNA LED INDUSTRIAL RECARGABLE,6.9369
EZ0561,LONA ENCERADA 3X4 M ,0.87204
EZ0562,LUMINARIAS TIPO EXPLOSION PROOF 12 V,5.505800000000001
EZ0563,MANDARRIA DE 3KG,1.1012000000000002
EZ0564,MEDIDOR DE ESPESORES HAZ RECTO - OLYMPUS,99.09975
EZ0565,MEDIDOR DE RPM /TACOMETRO,11.0116
EZ0566,MEDIDOR DE VOLTAJE,4.4044
EZ0567,MEDIDOR DIFERENCIAL DE PRESION EXPLOSION,21.27315
EZ0568,MEGGER DE 10 KV/MEDIDOR RESITENCIA ASILA,34.68519
EZ0569,MEGGER MIT400/2 P/SISTEMA IGNICION DEL F,14.98392
EZ0570,MICROMETROS EXTERIOR,8.8088
EZ0571,MICROMETROS INTERIOR,35.67609
EZ0572,MONTACARGA 3.5 TON ,198.19962
EZ0573,MEDIDOR MULTIGASES ATMOSFERAS PELIGROSAS,59.4598
EZ0574,MULTIMETRO DIGITAL,1.3212000000000002
EZ0575,MULTIMETRO DIGITAL,0.9912
EZ0576,PALA CUADRADA CON CABO DE MADERA ,0.552102
EZ0577,PATECLA (POLEA) CON MECATE HASTA 2 TON,1.47127
EZ0578,PIROMETRO /MEDIDOR TEMPERATURA SIN CONTA,2.942206
EZ0579,"PLANTA ELECTRICA 13,7 KVA ",93.6
EZ0580,PLANTA ELECTRICA DE 85 KVA,82.58325
EZ0581,PLOTTER DE IMPRESION ECOSOLVENTE DE 3.20,167.36856
EZ0582,"PONCHADORA HIDRAULICA DE 1/2"" A 4""",6.606672
EZ0583,PRENSA TERMINAL HP3 / MANUAL,1.5412
EZ0584,PULMON AIRE COMPRIMIDO/TANQUE ,7.2672
EZ0585,PYLE/ TERMOHIGOMETRO DIGITAL,2.2022
EZ0586,RADIO WALKIE TALKIE COBRA MICRO TALK,11.011
EZ0587,RELOJ COMPARADOR /MEDIDOR,12.664
EZ0588,"RODILLO DE 4"" PARA PINTAR",1.976
EZ0589,ROTAMIL/HERRAMIENTA ROTATIVA,6.6064
EZ0590,SECUENCIMETRO DETECTOR FASE SIN CONTACTO,1.98198
EZ0591,SENORITAS ENTRE 3 Y 5 TON/CADENA,5.725720000000001
EZ0592,SEÑORITA DE 5 TON,6.606680000000001
EZ0593,SET DE RADIOS DE COMUNICACION EXPLOSION ,3.96402
EZ0594,SET DE RESCATE-ESTRACCION VERTICAL YOYOS,4.62469
EZ0595,SIMULADOR DE CORRIENTE P/PRUEBAS-SIMULAC,9.414269999999998
EZ0596,TAMBORES METALICOS 200 LTS,1.3218
EZ0597,TAMIZADORA/CRIBA INDUSTRIAL AUTOMATICA 4,26.426610000000004
EZ0598,TERMOHIGROMETRO FLUKE 971/MEDIDOR TEMP-H,5.94603
EZ0599,TOLDO CARPA PLEGABLE PROTECC. UV 2X2,4.6246
EZ0600,TOLDO CARPA PLEGABLE PROTECC. UV 3X3,5.505800000000001
EZ0601,TORRE DE ILUMINACION 4 X 1000W ,59.45984999999999
EZ0602,TROMPO MEZCLADOR DIESEL SIVETI 360 LT/1 ,24.22435
EZ0603,VENTILADOR C/MANGAS CERT. ATEX,32.48275
EZ0604,VERNIER METALICO SS MARCA SOMET,3.0834
EZ0605,BOMBA DE TRASEGADO DE ACEITE,88.1
EZ0606,CAMARA FOTOGRAFICA DIGITAL SONY DCS-W 57,7.14
EZ0607,CAMARA TERMOGRAFICA,110.11
EZ0608,CAVA PARA HIELO,5.53
EZ0609,CEPILLOS CERDAS GRUESAS T/CARRETERO+CABO,16.49
EZ0610,CINCHAS DE TRINQUETE /AMARRE,3.28
EZ0611,CONTENEDOR DEPOSITO 3MT,11.01
EZ0612,DETECTOR ALTA TENSION AMPROBE C/PERTIGA ,55.06
EZ0613,DETECTOR ELECTRONICO DE METALES,110.11
EZ0614,DOBLADOR DE TUBING,16.49
EZ0615,DREMEL INALAMBRICO MODELO 1100,1.61
EZ0616,DREMEL INALAMBRICO MODELO 800,1.61
EZ0617,DUROMETRO /MEDIDOR DUREZA,159.65
EZ0618,DUROMETRO DE BANCO FIJO/PRUEBAS EN MAT.S,6.17
EZ0619,DUROMETRO DE CAMPO (ESCLEROSCOPIA DE IMP,7.68
EZ0620,EQUIPO DE INYECCION DE QUIMICOS SELLANTE,468
EZ0621,EQUIPO DE PINTURA GRACO,13.08
EZ0622,EQUIPO DE TORQUE HIDRAULICO/NEUMATICO,671.69
EZ0623,EQUIPO MEDIDOR DE ESPESORES,253.28
EZ0624,EQUIPO P/PINTAR AIRLESS,44.03
EZ0625,"ESMERIL DE 7 1/2""",38.55
EZ0626,ESMERIL SKIL 700 WATT MODELO 9003,11.01
EZ0627,ESPECTROFOTOMETRO/ANALISIS QUIMICO DE SU,231.23
EZ0628,ESTIBA/PALETA DE MADERA (1.2 X 1.2) MTS,3.68
EZ0629,ESTROBOS Y GRILLETES P/LEVANTAR,4.9
EZ0630,EXTRACTOR DE AIRE EXPLOSSION PROOF,44.03
EZ0631,EXTRACTOR/DESMONTAR PIEZAS ACOPLADAS/ROD,159.12
EZ0632,FLUKE 80PK-22/SONDA DE TEMPERATURA LÍQUI,247.73
EZ0633,FLUKE CALIBRADOR MULTIFUNCION PRECISION ,88.1
EZ0634,FURGONETA KIA PREGIO 12 PUESTOS C/CHOFER,308.32
EZ0635,GENERADOR ELECTRICO/ PLANTA 50 KVA,322.07
EZ0636,GONIOMETRO/MEDICION DE ANGULOS HORZ. Y V,22.01
EZ0637,HERRAMIENTAS DE IMPACTO NEUMATICA,55.06
EZ0638,HIDROJET DE 5000 PSI,440.44
EZ0639,IMPRESORA/FOTOCOPIADORA,6.88
EZ0640,JAULA PARA CILINDROS DE GASES,8.22
EZ0641,JUEGO DE PONCHADOR PARA METALES ,38.55
EZ0642,KIT INSPECCION VISUAL P/ SOLDADURA,68.27
EZ0643,KIT PARA PINTURA,33.06
EZ0644,LAMPARA EXPLOSSION PROOF,16.49
EZ0645,LAMPARA ANTIEXPLOSIVA,22.01
EZ0646,LINTERNA LED INDUSTRIAL,6.61
EZ0647,LONA ENCERADA 3X4 M ,16.49
EZ0648,LUMINARIAS TIPO EXPLOSION PROOF 12 V,11.01
EZ0649,MANDARRIA DE 3KG,8.81
EZ0650,MEDIDOR DE ESPESORES HAZ RECTO - OLYMPUS,132.12
EZ0651,MEDIDOR DE RPM /TACOMETRO ALQ.,55.06
EZ0652,MEDIDOR DE VOLTAJE - ALQ.,22.01
EZ0653,MEDIDOR DIFERENCIAL DE PRESION EXPLOSION,2361.9
EZ0654,MEGGER DE 10 KV/MEDIDOR RESITENCIA ASILA,165.19
EZ0655,MEGGER MIT400/2 P/SISTEMA IGNICION DEL F,132.12
EZ0656,MICROMETROS EXTERIOR,51.8
EZ0657,MICROMETROS INTERIOR,51.8
EZ0658,MONTACARGA 3.5 TON ,385.41
EZ0659,MEDIDOR MULTIGASES ATMOSFERAS PELIGROSAS,85.9
EZ0660,MULTIMETRO DIGITAL,82.58
EZ0661,MULTIMETRO DIGITAL,88.1
EZ0662,PALA CUADRADA CON CABO DE MADERA ,7.69
EZ0663,PATECLA (POLEA) CON MECATE HASTA 2 TON,11.01
EZ0664,PIROMETRO /MEDIDOR TEMPERATURA SIN CONTA,16.49
EZ0665,"SERVICIO ADIESTRAMIENTO PROG, CONTROL Y ",2510.16
EZ0666,PLANTA ELECTRICA DE 85 KVA,330.32
EZ0667,PLOTTER DE IMPRESION ECOSOLVENTE DE 3.20,330.32
EZ0668,"PONCHADORA DE 1/2"" A 4""",82.58
EZ0669,PRENSA TERMINAL MANUAL HP3 -ALQ,8.81
EZ0670,PULMON AIRE COMPRIMIDO/TANQUE ,49.5
EZ0671,PYLE/ TERMOHIGOMETRO DIGITAL,93.6
EZ0672,RADIO WALKIE TALKIE COBRA MICRO TALK,11.01
EZ0673,RELOJ COMPARADOR /MEDIDOR - ALQUILER,24.24
EZ0674,"RODILLO DE 4"" PARA PINTAR",3.28
EZ0675,ROTAMIL/HERRAMIENTA ROTATIVA,33.06
EZ0676,SECUENCIMETRO DETECTOR DE FASE SIN CONTA,132.12
EZ0677,SENORITAS ENTRE 3 Y 5 TON/CADENA,49.5
EZ0678,SEÑORITA DE 5 TON,54.52
EZ0679,SET DE RADIOS DE COMUNICACION EXPLOSION ,171.8
EZ0680,SET DE RESCATE-ESTRACCION VERTICAL YOYOS,135.97
EZ0681,SIMULADOR DE CORRIENTE P/SIMULACION,55.06
EZ0682,TAMBORES METALICOS 200 LTS,2.18
EZ0683,TAMIZADORA/CRIBA INDUSTRIAL AUTOMATICA 4,2147.14
EZ0684,TERMOHIGROMETRO FLUKE 971/MEDIDOR TEMP-H,220.22
EZ0685,TOLDO CARPA PLEGABLE PROTECC. UV 2X2,9.88
EZ0686,TOLDO CARPA PLEGABLE PROTECC. UV 3X3,11.01
EZ0687,TORRE DE ILUMINACION 4 X 1000W ,59.47
EZ0688,TROMPO MEZCLADOR DIESEL SIVETI 360 LT/1 ,33.06
EZ0689,VENTILADOR C/MANGAS CERT. ATEX,55.06
EZ0690,VERNIER METALICO SS MARCA SOMET,3.07
EZ0691,PLANTA ELECTRICA 3  KVA,16.516650000000002
EZ0692,HERRAMIENTAS VARIAS PARA MECANICO,165.19
EZ0693,CAJA HERRAMIENTAS MANUALES/NEUMATICA,6.61
EZ0694,RADIO PORTATIL MOTOROLA BAND MODELO DGP4,8.522514
EZ0695,RADIO PORTATIL MOTOROLA BAND MODELO PRO5,8.522514
EZ0696,RADIO COMUNICACION PORTATIL PUNTO A PUNT,9.88
EZ0697,EXTENSION ELECTRICA USO INDUSTRIAL EXTER,33.06
EZ0698,EXTENSION ELECTRICA EN AREAS DE SEGURIDA,11.01
EZ0699,EXTENSION ELECTRICA USO INDUSTRIAL EXTER,15.4158
EZ0700,CAJA DE HERRAMIENTAS PARA MECANICA,34.134
EZ0701,GENERADOR DE 24 CVD,165.19
EZ0702,SERVICIO ESPECIALIZADO EN AUTOMATIZACION,627.62
EZ0703,LAVADEROS PORTATILES (VARIOS),22.01
EZ0704,TORNO ESPECIAL / SECT PETROQUIMICO,1431.43
EZ0705,EQUIPO ESTACION TOTAL TOPOGRAFICA,429.42
EZ0706,CAMION CHUTO,330.32
EZ0707,CINTA HALACABLE / PASACABLE,8.81
EZ0708,PISTOLA DE PINTURA,16.49
EZ0709,COMPUTADOR CON LICENCIA PLC ALLEN BRADLE,220.22
EZ0710,MALETA DE CALIBRACION INFRA/ CERTIFICADA,165.19
EZ0711,GRUA DE 60 TON,1321.31
EZ0712,GRUA DE 60 TON/ ALQUILER LARGA DURACION,715.71
EZ0713,MONTACARGA 4 TON/LARGA DURACION,176.18
EZ0714,MONTACARGA 8 TON /LARGA DURACION,176.18
EZ0715,CAMION CHUTO CON LOW BOY,495.52
EZ0716,FRESADORA INDUSTRIAL P/FABRICACION PIEZA,1651.67
EZ0717,HERRAMIENTAS DE INSPECCION P/LINEAS IBR,16.49
EZ0718,TALADRO RADIAL PARA TRABAJO PESADO,66.09
EZ0719,HERRAMIENTAS PARA ANDAMIOS ESPECIALES,197.11
EZ0720,SERVICIO ESPECIALIZADO EN MASONEILAN,1431.43
EZ0721,RADIO PTO A PTO P/SIST IGNICION FLARE-AN,55.06
EZ0722,SERVICIO ESPECIALIZADO INSTRUMENTACION-P,627.62
EZ0723,CAMION CHEVROLET TIPO NPR O SIMILAR,264.26
EZ0724,ESTACION TOTAL TOPOGRAFICA CON MIRA,770.79
EZ0725,EQUIPO PARA CARGA EN CAMIONES,275.29
GAS001,QUEMADOR A GAS,4.68
GMV001,"MEZCLADORA P/CONCRETO CAP=0,75 M3 30 HP ",82.58325
GMV002,VIBRADOR A GASOLINA 5 HP L=5 M MANGUERA/,7.553629999999999
GMV003,CARRETON TIPO BUGGY PARA ACARREO,6.906224639999999
GMV004,"CEPILLO ALBAÑILERIA TIPO PALUSTRA, MANGO",0.7484000000000001
GMV005,PALA PUNTA RECTANGULAR CON CABO,1.1240400000000002
GMV006,MINISHOVEL CARGADOR / SKID-STEER LOADERS,63.51637907999999
GMV007,"CORTADORA DE CABILLA MANUAL DESDE D=7/8""",9.24917
GMV008,DOBLADORA AUTOMATICA DE CABILLA HASTA 1 ,13.81122273
GMV009,EQUIPO MENOR PARA CABILLA Y MALLA SOLDAD,1.38121984
GMV010,CAMION FORD F- 350 ESTACAS,297.299475
GMV011,EQUIPOS VARIOS DE ALBAÑILERIA,1.47097216
GMV012,HERRAMIENTAS MENORES,0.3593228799999999
GMV013,ANDAMIO TUBULAR DE UN CUERPO,1.515168
GMV014,WINCHE CABRESTANTE CON MOTOR ELECTRICO,21.00212463
GMV015,EQUIPO PARA IMPERMEABILIZACION,0.26229504
GMV016,EQUIPOS PARA CARPINTERIA,0.75966464
GMV017,LIJADORA DE BANDA,2.30197498
GMV018,EQUIPO PARA ELECTRICIDAD,0.41451648
HER001,"ALICATE CRESCENT 8"" O SIMILAR /",0.9026
HER002,BROCA ESPECIAL,3.4695
HER003,CAJA CON HERRAMIENTAS,3.4794
HER004,CAJA CON HERRAMIENTAS PARA TUBEROS,9.6892
HER005,CARETA PARA TRABAJO EN ACETILENO,7.4322
HER006,CIZALLA P/CABILLA,4.4
HER007,MAQUINA CORTADORA MANUAL HERRERIA,16.49
HER009,"CORTADORA DE CABILLA MANUAL DESDE D=7/8""",13.213360000000002
HER010,CORTADORA MANUAL - ESPECIAL LAMINAS META,6.61
HER011,"DOBLADORA DE TUBOS AUTOMATICA HASTA 4""",8.8088
HER012,"CINTA HALACABLE / PASACABLE 1/4"" X 30 M ",1.5412
HER013,EQUIPO OXICORTE C/CILINDROS OXIGENO Y AC,44.03
HER014,EQUIPO AUTOGENO SOLDADURA,33.06
HER015,EQUIPO MENOR PARA CABILLA Y MALLA SOLDAD,3.28
HER016,EQUIPO MENOR PARA FIJACION,3.28
HER017,EQUIPO PARA CERCAS,3.28
HER018,EQUIPO P/HABILITACION Y PUESTA EN OBRA D,7.69
HER019,EQUIPO PARA INSTALACION,2.18
HER020,EQUIPOS VARIOS DE TALLER GALVANIZADO,18.49862
HER021,EQUIPOS PARA TALLER,4.4513
HER022,EQUIPOS VARIOS DE HERRERIA/METAL,12.12
HER023,ESMERIL,8.81
HER024,"ESMERIL DE BANCO 8"" POTENCIA 3/4 HP",1.2882600000000002
HER025,"ESMERIL PORTATIL POTENCIA 2,2 HP",17.6185
HER026,HERRAM. VARIAS P/DESARMADO Y REMOCION ES,27.53
HER027,HERRAMIENTAS P/HABILITACION PUESTA OBRA ,1.51844
HER028,HERRAMIENTAS P/CORTAR Y DOBLAR ACERO/CAB,8.81
HER029,CORTADORA Y DOBLADORA DE ACERO/CABILLA,32.15236
HER030,HERRAMIENTAS PARA INSTALACION/DESINSTALA,14.865000000000002
HER031,"TIRFOR 1,60 TON MODELO ALBA O SIMILAR",5.28524
HER032,ALICATE P/SOLDADURA EXOTERMICA THERMOWEL,0.68805
HER033,"MESON, JUEGO PARA ESPIRALES Y DOBLAR EST",0.0969599999999999
HER034,PLANTA P/ SOLDAR LINCOLN SA-200 GASOIL,209.2
HER035,SOLDADORA ELECTRICA LINCOLN Y CORTADORA,55.06
HER036,SOPLETE Y ACCESORIOS DE CONEXION,2.2022
HER037,SOPLETE- CRISOL Y CUCHARA P/PLOMO EN HF,8.259500000000001
HER038,EQUIPO DE OXIACETILENO /ACCESORIOS /BOMB,22.01
HER039,EQUIPO OXIACETILENO C/ACCESORIOS,16.49
HER040,EQUIPO PARA ALUMINIO Y VIDRIO,2.18
HER041,"TIRFOR 3,20 TON MODELO ALBA O SIMILAR",7.487520000000001
HER042,EQUIPOS DE HERRERIA PARA INSTALACION,8.81
HER043,EQUIPO INTERCOMUNICADOR,8.621699999999999
