CodMat,Descri,CosMat
MZ0546,PINTURA FONDO ANTICORROSIVO ALTO ESPESOR,132.23
MZ0547,PINTURA FONDO EPOXICO PROMOTOR ADHERENCI,110.19
MZ0548,PINTURA FONDO INORGANICO RICO EN ZINC,255.68
MZ0549,PINTURA GALVANIZADO EN FRIO,176.32
MZ0550,PINTURA GELCOAT ESTER CON PROTECCION UV,4.41
MZ0551,PINTURA GENERAL,771.4
MZ0552,PINTURA GRIS RAL 7033,110.19
MZ0553,PINTURA GRIS RAL 7040,127.82
MZ0554,PINTURA INTERMEDIA,198.38
MZ0555,PINTURA NARANJA RAL 2010,126.73
MZ0556,PINTURA POLIURETANO ALUMINIO ,716.28
MZ0557,PINTURA POLIURETANO RAL 7040,260.67
MZ0558,PINTURA AMARILLO SEÑAL RAL 1003 ,99.2
MZ0559,PINTURA SILICONADO (INTERHTHERM 50),275.51
MZ0560,PINTURA VERDE BLANQUESINO RAL 6019,132.23
MZ0561,PLACA ACERO INOXIDABLE 6X4CM TAG GRABADO,33.09
MZ0562,PLACA DE IDENTIFICACION,55.1
MZ0563,PLACA DE IDENTIFICACION P/VALVULAS,11.79
MZ0564,PLACA DE INDENTIFICACION DE ACERO INOXID,5.54
MZ0565,"PLACA PARA GAMMAGRAFIA DE 3 1/2"" X 17""",23.12
MZ0566,PLANCHA DE ACERO AL CARBONO E=1/4’’ A-36,66.14
MZ0567,PLANCHA DE ACERO AL CARBONO E=1/4’’ A-36,110.19
MZ0568,"PLANCHA DE ACERO E=1/2"" DIMENSION 1.2X2.",539.95
MZ0569,"PLANCHA ESTRIADA DE E=1/4""",286.54
MZ0570,PLANCHA METALICA FABRICADA,9.83
MZ0571,PLANO DIMENSIONAL CORTE DE ANILLOS DE TA,2203.96
MZ0572,USO DE PLANTA ELECTRICA POR DIA,22.02
MZ0573,PLASTICO NEGRO 3 M DE ANCHO,5.54
MZ0574,PLASTICO PARA EMBALAR,6.85
MZ0575,PLETINA DE SOPORTE ,385.72
MZ0576,PLIEGO DE LIJA,2.39
MZ0577,PLIEGOS DE LIJAS 40 Y 80/JUEGO,28.62
MZ0578,PLUG ANTI RUIDO,1.61
MZ0579,POLAINAS,9.81
MZ0580,POLIEURETANO RALL 9005,167.51
MZ0581,PINTURA DE POLIURETANO,187.34
MZ0582,PINTURA DE POLIURETANO GRIS RAL 7040,991.78
MZ0583,PINTURA DE POLIURETANO ROJO RAL 300,826.5
MZ0584,PRE ACELERADOR (OCTANATO DE COBALTO),45.17
MZ0585,PRENSA ESTOPA,7.99
MZ0586,PRENSA ESTOPA P/REEMP CABLES DE POTENCIA,33.09
MZ0587,PROCURA PLANCHAS ACERO EN PARADAS DE PLA,1.08
MZ0588,PRODUCTOS DE LIMPIEZA,9.78
MZ0589,PROTECCION METALICA PARA TRANSFORMADORES,17.09
MZ0590,CAJA DE PROTECTOR AUDITIVO DESECHABLE,19.84
MZ0591,PROTECTOR AUDITIVO REUSABLES C/CORDON,1.61
MZ0592,PUNTERA /TERMINAL CABLE PUNTA HUECA VARI,44.07
MZ0593,"RAMPLUG HILTI 1/2"" CON TORNILLOS",10.49
MZ0594,REACTIVO DE ATAQUE METALOGRAFICA,8.81
MZ0595,REACTIVO DE ATAQUE QUIMICO Y ELECTROLITI,1.61
MZ0596,REACTIVO DE LABORATORIO,2470.66
MZ0597,REACTIVO DE PREPARACION METALOGRAFICA,8.81
MZ0598,CILINDRO DE NITROGENO/CONTENIDO,109.38
MZ0599,"RECTIFICADO DE CABEZALES DE 52""",16529.87
MZ0600,"REDUCCION 1"" A 1/2"" ASTM A-105",44.07
MZ0601,"REDUCCION NTP-H X NPT-M, TAMAÑO: 1/2"" X ",33.09
MZ0602,"REDUCCION NTP-H X NPT-M, TAMAÑO: 1"" X 1/",30.85
MZ0603,"REDUCCION NTP-H X NPT-M, TAMAÑO: 1"" X 3/",26.45
MZ0604,"REDUCCION NTP-H X NPT-M, TAMAÑO: 1/2"" X ",30.85
MZ0605,REDUCTOR FERALOY ELECTROGALVANIZADO,5.54
MZ0606,"REDUCTOR 1-1/4"" NPT-M X 1/2"" NPT-F A105,",44.36
MZ0607,REENTUBADO TALLER,93669.13
MZ0608,REFRIGERANTE,38.58
MZ0609,REFRIGERANTE PARA MECANIZADO TALADRINA,8.35
MZ0610,REFRIGERIOS,330.58
MZ0611,REJILLA GALVANIZADA EN CALIENTE,3.28
MZ0612,CUOTAPRTE DE REPARACIONES VARIAS: CAJAS ,0.52
MZ0613,REPORTE DE INSPECCION DE PINTURA ,2203.96
MZ0614,REPUESTOS VARIOS P/INSTALACION DE TABLER,7713.89
MZ0615,MATERIAL DE PAPELERIA RESALTADORES,7.69
MZ0616,RESINA / CATALIZADOR FIBRA DE VIDRIO ,20.05
MZ0617,RESINA VINIL ESTER,36.34
MZ0618,RESPIRADERO UNIVERSAL DE ACERO  INOXIDAB,49.54
MZ0619,"RIEL ASIMETRICO NUMERO 10X1/2"" LARGO:200",33.09
MZ0620,RIEL OMEGA,10.3
MZ0621,"RIEL UNITRUS 2"" DE LONGITUD 2.40M",6.62
MZ0622,RIEL UNITRUST,6.62
MZ0623,RODAMIENTOS DE ALTERNADOR,63.93
MZ0624,"RODILLO P/PINTAR 4""",4.63
MZ0625,RODILLOS,22.02
MZ0626,ROLA DE MADERA,16.5
MZ0627,SACO DE CEMENTO REFRACTARIO,16.5
MZ0628,TRAPO,3.76
MZ0629,SACOS BIG BAGS (SUPER SACOS),55.1
MZ0630,SELLO CORTAFUEGO CLAS1 DIV2 GR.D NPT-MXN,99.2
MZ0631,SELLO CORTAFUEGO CLAS1 DIV2 GR.D NPT-MXN,55.1
MZ0632,SELLO VERT/HORIZ C/NIPLE ACERO CLASE1 DI,165.32
MZ0633,"SELLO VERTICAL/HORIZONTAL D=1""",49.54
MZ0634,MATERIAL DE PAPELERIA SEPARADORES,1.08
MZ0635,SERVICIO DE ACHIQUE CON CAMION DE VACIO,165.32
MZ0636,SERVICIO DE ACHIQUE Y LIMPIEZA DE BAÑOS,22.02
MZ0637,SERVICIO ARENA/CEMENTO 5KG/CM2 EN PLANTA,297.54
MZ0638,SERVICIO DE BOTE DE BASURA,826.5
MZ0639,SERVICIO DE CLINICA,44.36
MZ0640,SERVICIO DE DISPOSICION DE DESECHOS DOME,55.1
MZ0641,SERVICIO DE INSPECCION INPSASEL,3625.54
MZ0642,SERVICIO DE RADIOGRAFIA,385.72
MZ0643,SERVICIO SUMINISTRO GASOIL P/MAQUINARIAS,1190.17
MZ0644,SERVICIO DE TORNO Y MECANIZADO,275.51
MZ0645,SERVICIO DE TRATAMIENTO TERMICO,1102
MZ0646,SERVICIO DISPOSICION FINAL DE EFLUENTES,165.32
MZ0647,SERVICIO PHASED ARRAY,551.02
MZ0648,SERVICIO TECNICO ESPEC. DE MANT.MAYOR DE,41875.6
MZ0649,SIKA MONO TOP SEAL 107,285.42
MZ0650,SIKA MONO TOP SEAL 412-SF6,113.49
MZ0651,SIKADUR 32 POR SACO,49.54
MZ0652,SIKADUR 32 POR KG,285.42
MZ0653,SIKADUR-32 PRIMER,71.65
MZ0654,SIKAGUARD 290,104.68
MZ0655,SIKALISTO 21,44.07
MZ0656,SILICON GRIS ALTA TEMPERATURA 85GR,22.07
MZ0657,SILICON PERMATEX,5.54
MZ0658,SILICON TRANSPARENTE ALTA TEMPERATURA,16.5
MZ0659,SILICON Y ELEMENTOS P/ARMAZON,14.31
MZ0660,"SILVER SPONGE MEDIA SCO 18,1 KG (40 LBS)",286.54
MZ0661,SISTEMA DE LUCES ,88.17
MZ0662,SISTEMA ELEVA VIDRIOS,220.4
MZ0663,REFRIGERIO P/PERSONAL,8.81
MZ0664,SODA CAUSTICA,29.31
MZ0665,SOLVENTE P/MANTENIMIENTO DE COMPRESOR,16.5
MZ0666,SOLVENTE P/MANTENIMIENTO BOMBAS ,35.23
MZ0667,SOLVENTE DE PINTURA,28.11
MZ0668,SOLVENTE,19.84
MZ0669,SOLVENTE DIELECTRICO,16.5
MZ0670,SOLVENTE LIMPIADOR DIELECTRICO,11.02
MZ0671,SOLVENTE MECANICO,76.04
MZ0672,SOLVENTE PARA LIMPIEZA DE RESINA,15.4
MZ0673,SOLVENTE UNIVERSAL,66.14
MZ0674,SOLVENTE UNIVERSAL HB,22.02
MZ0675,SOPORTE,6.62
MZ0676,SOPORTE DE GRAFITO P.A,4.41
MZ0677,SPRAY AMBIENTADOR ,6.62
MZ0678,SPRAY COLORES VARIOS,8.81
MZ0679,STICKER TAG VALVULA,33.09
MZ0680,SUMINISTRO COMBUSTIBLE DIARIO PLANTA ELE,2.18
MZ0681,"SUM DE ANGULO 65X65X6 MM X 1195 MM, MAT ",93.67
MZ0682,SUMINISTRO DE MANGUERAS Y FUELLES ,881.57
MZ0683,SUMINISTRO DE PLETINA 100X6MMX7715MM MAT,132.23
MZ0684,SUMINISTRO DE PLETINA 50X6MMX7715MM MAT ,110.19
MZ0685,SWITCH DE ACCIONAMIENTO EN PANEL DE TIER,55.1
MZ0686,SWITCH DE ENCEDEDIDO DESDE TABLERO TIERR,275.51
MZ0687,TABLAS DE APOYO / PAPELERIA,5.54
MZ0688,TABLERO DE DISTRIBUCION CON 12 BREAKERS,2184.2
MZ0689,TABLERO DE DISTRIBUCION 14 BREAKERS ,181.83
MZ0690,TABLERO DE DISTRIBUCION DE BAJA TENSION ,13422.23
MZ0691,TABLERO DISTRIBUCION POTENCIA LS101-LS20,309621.18
MZ0692,TALADRINA ACEITE SOLUBLE P/CORTE,66.14
MZ0693,TALCO INDUSTRIAL,2.61
MZ0694,TANQUES TINTA P/IMPRESIONES,5.54
MZ0695,TAPA CIEGA C/TORNILLOS P/CONDULET FORMA ,16.5
MZ0696,TAPA  FINAL  PARA  BORNES,0.21
MZ0697,TAPA CIEGA C/TORNILLOS P/CONDULET FORMA ,33.09
MZ0698,TAPA OIDOS (200UND),44.07
MZ0699,TAPON DE DRENAJE DE ACERO INOX. 316SS NP,18.73
MZ0700,"TAPON SOCKET DE 3/4"" ASTM A-105, 3000 LB",22.02
MZ0701,TEFLON INDUSTRIAL,3.28
MZ0702,TERMINAL DE COBRE PARA CALIBRE 6 HOJAL 3,1.07
MZ0703,TERMINALES ,13.22
MZ0704,TERMINALES POR PZA,1.61
MZ0705,TERMINALES DE CONEXIONES ELECTRICAS,16.5
MZ0706,TERMINALES DE PUNTA (10),0.12
MZ0707,TERMINALES PARA CABLE NO. 8 AWG,0.32
MZ0708,TERMINAL PARA CABLES (4 AWG 75°),0.66
MZ0709,TERMINALES PARA CABLES 2/0 AWG,4.78
MZ0710,"TERMINALES CAL # 4, 6 Y 10-600V P/CONEXI",27.55
MZ0711,THINNER (200LTS),495.91
MZ0712,THINNER ,4.41
MZ0713,TINTA ECOSOLVENTE,35.23
MZ0714,LAPIZ CORRECTOR TIPEX O SIMILAR,4.41
MZ0715,TOALLAS HUMEDAS FACIALES,2.66
MZ0716,TOALLAS /TOALLIN INDUSTRIAL EN BULTO,20.46
MZ0717,TOALLIN SECANTE ,1.61
MZ0718,TONER,38.58
MZ0722,"TORNILLERIAS, ALAMBRE, FLEJES, SELLANTE",88.17
MZ0723,"TORNILLO Y TUERCA  DE  Ø1/2"" X 1""",1.5
MZ0724,"TORNILLO ½ ""  X 1/8 """,0.16
MZ0725,"TORNILLO 1/2"" GALV CALIENTE C/ARANDELA-T",3.87
MZ0726,TORNILLO CABEZA HEXAGONAL C/ALEACION D/B,11.02
MZ0727,TORNILLO PARA RAMPLUG AZUL ,0.11
MZ0728,TORNILLO Y TUERCA DE ACERO AL CARBONO TA,11.02
MZ0729,TORNILLOS,11.02
MZ0730,TORNILLO AUTOROSCANTE,1.97
MZ0731,"TORNILLOS AUTOROSCANTES #14-14X 1.1/4""",0.16
MZ0732,TRAILER DE OFICINAS,22.02
MZ0733,TRANSPORTE,22.02
MZ0734,TRANSPORTE CONTRACTUAL DIRECTO PCP,15.73
MZ0735,TRANSPORTE CONTRACTUAL DIRECTO NO PCP,15.73
MZ0736,TRANSPORTE PERSONAL,11.02
MZ0737,TRANSP PERSONAL INDIRECTO CONTRACTUAL Y ,15.73
MZ0738,TRANSP PERSONAL DIRECTO P-PLAT ENTRADA 6,15.73
MZ0739,TRANSP PERSONAL MENSUAL DIRECTO,15.73
MZ0740,SACO DE TRAPO (20KG),44.07
MZ0741,TRASLADO PERSONAL DIRECTO,15.72
MZ0742,TRASLADO PERSONAL INDIRECTO,15.72
MZ0743,TUBO ACERO GALVANIZADO CALIENTE ARG PESA,44.07
MZ0744,"TUBO D=16"" DE CONCRETO",385.72
MZ0745,"TUBO DE ACERO AL CARBONO 1/2""SCH 80",13.29
MZ0746,"TUBO DE COBRE DIFERENTES DIAMETRO 1/2"" -",22.02
MZ0747,"TUBO DE COBRE DIFERENTES DIAMETRO 1/4"" -",16.5
MZ0748,TUBO DE COBRE DIFERENTES DIAMETROS,22.02
MZ0749,TUBO DE ACERO DE 2X1X6M,11.02
MZ0750,"TUBO PVC D=1"" SCH 40 X 3M",19.1
MZ0751,FUNDAS AISLANTES ROYALFLEX H,2.18
MZ0752,"TUERCA  HEXAGONAL 3/8"" BURNDY 38C",0.02
MZ0753,"TUERCA  HEXAGONAL DE 1/2"" ",0.11
MZ0754,TUERCAS,22.02
MZ0755,UNIDAD DE AIRE ACONDICIONADO 3 TON. MARC,1146.05
MZ0756,UNIDAD DE AIRE ACONDICIONADO 5 TON. MARC,1829.29
MZ0757,"UNION COUPLING, NPT. TAMAÑO: 3/4""",19.84
MZ0758,UNION UNIVERSAL CLASE 1 DIVISION 2 DE Ø=,165.32
MZ0759,UNION UNIVERSAL CLASE 1 DIVISION 2 DE Ø=,104.68
MZ0760,"UNION UNIVERSAL NTP-M X NTP-H, TAMAÑO:  ",99.2
MZ0761,"UNION UNIVERSAL NTP-M X
NTP-H, TAMAÑO:  ",77.13
MZ0762,UTILES LIMPIEZA: CEP-TOBO-GUANT-MASC-DEL,35.23
MZ0763,UTILES Y ENSERES PARA OFICINA ,2.18
MZ0764,"VALVULA COMPUERTA Ø 1/2""A105 SW INT13 CR",214.88
MZ0765,VALVULA DE SERVICIO,2.18
MZ0766,"VALVULA DE BOLA 1/2"" ASTM A-105 #800",203.87
MZ0767,VARILLA 308L P/SOLDAR,16.5
MZ0768,VARILLA 309 P/SOLDAR,94.05
MZ0769,"ELECTRODO 6010 1/8"" P/SOLDAR",10.57
MZ0770,"ELECTRODO 7018 1/8"" P/SOLDAR",5.43
MZ0771,VARILLA DE PLATA 15%,8.81
MZ0772,VARILLA DE SOLDAR ER70S-2  TIG/MIG,22.02
MZ0773,"VARILLA SOLDAR ER70S-2 D= 3/32"" MIG/TIG",24.26
MZ0774,VARILLA ER80S SOLDADURA TIG,22.02
MZ0775,VARILLA ER80S-B2 SOLDADURA TIG/MIG,6.62
MZ0776,VARILLA TIG SOLDAR ACERO INOXIDABLE,41.85
MZ0777,VARILLA TIG ER70S  ACERO AL CARBONO,22.02
MZ0778,VASOS CONICOS P/AGUA POTABLE X CAJA,61.72
MZ0779,PINTURA VERDE RAL 6019,481.42
MZ0780,VIATICOS (COMIDA+TRANSP +ALOJAM.),110.19
MZ0781,VINIL AUTOADHESIVO ,46.29
MZ0782,PINTURA ZINC RICH,137.72
MZ0783,PINTURA ACABADO POLIURETANO RAL 7033,169.09
MZ0784,"CONDULET  D=3/4"" TIPO C",16.5
MZ0785,INHIBIDOR DE CORROSION P/CALDERAS,33.36
MZ0786,CONSUMIBLES VARIOS P/INSTALACIONES PROVI,88.17
MZ0787,CONSU MANTENIM MENOR TURBINA K-202T PARA,3305.97
MZ0788,CONSU MANT MENOR COMPRESOR K-101 PARADA ,4407.96
MZ0789,CONSUMIBLE MANT MENOR P/K-202+K202-R1 PA,3856.99
MZ0790,CONSU MANT MAYOR COMPRESOR K-301LP PARAD,5509.95
MZ0791,CONSU MANT MENOR COMPRESOR K-301HP PARAD,5289.56
MZ0792,CONSU MANT MANTENIMIENTO MAYOR K-302 PAR,4628.34
MZ0793,CONSUMIBLES MANT MAYOR K-302T PARADA PLA,4958.96
MZ0794,CONSUMIBLES MANT MAYOR K-301-P1A PARADA ,1652.99
MZ0795,CONSU MANT MENOR P-611 ABCD PARADA PLANT,2754.98
MZ0796,CONSUMIBLES MANTENIMIENTO MAYOR P-613 PA,2203.96
MZ0797,MANTENIMIENTO PREVENTIVO DE MOTOR DIESEL,1102
MZ0798,CONSU MANT PREV BOTONERA MOT ELECT PARAD,110.19
MZ0799,CONSU MANT PREV/PRUEBAS RESISTOR NGR PAN,440.79
MZ0800,CONSU MANT  MENOR P-621 A /B PARADA PLAN,3305.97
MZ0801,CONSU MANT MANTENIMIENTO MAYOR P-620 A P,3305.97
MZ0802,CONSU MANT MAYOR TURBINA K-101T PARADA P,4407.96
MZ0803,CONSU MANT MAYOR K201/MENOR K-201R1 PARA,4407.96
MZ0804,CONSU MANT MAYOR TURBINA K-201T PARADA P,4407.96
MZ0805,CONSU MANT MENOR P-624 A /B PARADA PLANT,4407.96
MZ0806,CONSU MANT MAYOR P-621 AT PARADA PLANTA,3856.99
MZ0807,CONSU MANT  MENOR TURBINA K-301T PARADA ,5289.56
MZ0808,CONSUMIBLES MANT MAYOR K-301-P1AT PARADA,1652.99
MZ0809,CONSUMIBLES MANT MAYOR K-301-P2A PARADA ,1652.99
MZ0810,CONSU MANT MAYOR TURBINA K-301-P3AT PARA,1652.99
MZ0811,CONSUMIBLE MANT MAYOR K-301-P4 A/B PARAD,1652.99
MZ0812,CONSU MANT MENOR P-620 AT P ARADA PLANTA,1652.99
MZ0813,CONSU MANT PREV  GENERADOR ELECT G-660 P,2203.96
MZ0814,MANT REEMPLAZO INST GENER DIESEL G-660 P,440.79
MZ0815,"TAPON SOCKET D=1"" ASTM A-105, 3000 LBS",55.1
MZ0816,COMIDAS (CENAS),11.02
MZ0817,"BARRA ROSCADA DE 1/2"" X 2M",22.02
MZ0818,CONSU. MANT. MAYOR P-614 AT PARADA DE PL,2754.98
MZ0819,PAPEL CEBOLLA /VEGETAL P/DIBUJO,5.54
MZ0820,LAPIZ CORRECTOR LIQUIDO TIPEX O SIM,5.54
MZ0821,PEGA BLANCA P/PAPELERIA 500 CC,5.54
MZ0822,GRAPAS P/ENGRAPADORA-GRAPADORA OFICINA,3.28
MZ0823,TRANSP. ACERO P/TANQUE ACIDO SULF. TK-83,1322.37
MZ0824,FIVE STAR DP EPOXY GROUT JGO A+B+C,881.57
MZ0825,"ARANDELA D/PRESION GALVANIZADA 1/2"" PAQ ",33.09
MZ0826,"ARANDELA D/PRESION GALVANIZADA 1/2""",0.06
MZ0827,CERTIFICADO DE CALIDAD DE MONTACARGA TOY,661.2
MZ0828,CERTIFICADO DE CALIDAD DE GRUA BRODERSON,1102
MZ0829,CERTIFICADO DE CALIDAD DE BRAZO ARTICULA,1102
MZ0830,CERTIFICADO DE CALIDAD DE BRAZO ARTICULA,1046.87
MZ0831,CERTIFICADO DE CALIDAD DE MONTACARGA HYU,661.2
MZ0832,CERTIFICADO CALIDAD COMPRESOR SULLAIR 37,881.57
MZ0833,CERTIFICADO DE CALIDAD DE MANLIFT,881.57
MZ0834,FILTRO GRUESO DE 25 MICRAS,169.71
MZ0835,FILTRO FINO DE 5 MICRAS,102.47
MZ0836,GASTOS ALIMENTACION (CENA /COMIDA O SIMI,11.02
MZ0837,RADIO DE REPOSICION PRO 5150 MOTOROLA,991.78
MZ0838,"CONVENIO 1ER MES PRE, POST Y CLINICA",88.17
MZ0839,"TUBO ACERO-CARBONO 1"" E=4,55MM 5,44K/M S",36.79
MZ0840,"CONECTOR CONDUIT PESADO HUB  Ø 1 1/2"" ES",28.62
MZ0841,TRANSPORTE PLANCHAS ACERO AREAS PETROQUI,0.53
MZ0842,PINTURA POLIURETANO RAL 9016 BLANCO TRAF,176.32
MZ0843,SERVICIO DE ESPECIALISTA EN INSTRUMENTAC,628.12
MZ0844,SERVICIO DE ESPECIALISTA EN MASONEILAN,1432.57
MZ0845,SERVICIO DE ESPECIALISTA EN AUTOMATIZACI,628.12
OFI001,COMPUTADOR PC I5 P/MAESTRO CONTROL PROCE,1432.57
OFI002,"COMPUTADOR I5, SOFTWARE BASICO E IMPRESO",1487.68
OFI003,"COMPUTADOR I5, SOFTWARE P/SIST AUTOMAT R",1652.99
OFI004,SOFTWARE PROCESAMIENTO GEMELO DIGITAL,440.79
OFI005,SOFTWARE ARCGIS/ INFORMACION GEOGRAFICA,551.02
OFI006,LICENCIA CERTIFICADA ACTUALIZACION BASE ,551.02
OFI007,LICENCIA DE SOFTWARE DE SOPORTE,220.4
OFI008,LICENCIA DE SERVICIOS WEB,275.51
OFI009,TRASLADO AL SITIO P/INSTALACION DE SOFTW,55.1
OFI010,DERECHO PROPIEDAD INTELECTUAL SOFTWARE,55.1
OFI011,SUMINISTROS VARIOS DE OFICINA,22.02
OFI012,SERVICIOS PREPARACION SOFTWARE P/ENTREGA,33.09
OFI013,SERVICIOS PLATAFORMA ONLINE/SOFTWARE,66.14
PET001,INDICADOR DE ESTATUS,0.64
PET002,ETIQUETA DE CALIBRACION,1.29
PET003,CARPETA DE LAZOS,6.34
PET004,MARQUILLAS PARA IDENTIFICACION,1.75
PET005,PINTURA ESMALTE POLIURETANO,182.94
PET006,CINTA SELLANTE DE NEOPRENO,76.04
PET007,LIMPIADOR CONTACTOS ELECTRICOS,63.93
PET008,LIMPIADOR DE METALES,19.84
PET009,FILTRO DE REPUESTO,25.36
PET010,GRASA,190.09
PET011,PUNTERA /TERMINAL CABLE PUNTA HUECA VARI,99.2
PIL001,ESTUDIO DE SUELOS P/PILOTES,33.09
PIL002,HINCADO DE TUBOS P/PILOTES S/COTIZACION ,108
PIL003,PILOTES 0.60M  VERT HINCADO BASE ENSANCH,175.22
PIL004,PRUEBA DE CARGA EN PILOTE 52 CM INCLUYE ,2203.96
PIL005,PILOTES 0.70 M  VERT HINCADO BASE ENSANC,170.8
PIL006,BENTONITA,1.97
PIL007,PILOTES 0.60 M  INCLIN HINCADO BASE ENSA,154.29
PIL008,PILOTES 0.70 M  INCLINAD. HINCADO BASE E,176.32
PIL009,PERFORACION DE PILOTE,113.49
PIL010,PERFORACION/VACIADO CON BENTONITA D = 1,88.17
PIL011,PERFORACION DE POZO DE AGUA / BAJA DIFIC,16529.87
PIL012,PERFORACION DE POZO DE AGUAS CLARAS /PRO,27549.75
PIL013,ESTUDIO GEOTECNICO P/TORRES ZONAS AISLAD,1763.2
PIL014,ESTUDIO GEOTECNICO P/TORRES ZONA DIFICIL,1322.37
PIL015,"BENTONITA AQUAGEL SCO 22,68 KG",49.54
PIL016,BARITA/ SULFATO DE BARIO SCO 40 KG,88.17
PIN001,PINTURA BARNIZ NATURAL,70.52
PIN002,PINTURA ESMALTE SINTETICO (SYNREX-MONTAN,57.34
PIN003,PINTURA DE ESMALTE SATINADO MONTANA O SI,77.13
PIN004,PINTURA CAPA COLOR (ROJO),47.38
PIN005,PINTURA FONDO SELLADOR ANTIALCALINO,48.45
PIN006,PINTURA FONDO ANTICORROSIVO GRIS/ROJA #,38.58
PIN007,PINTURA FONDO SELLADOR,44.07
PIN008,PLIEGO DE LIJA GRANO 150,2.18
PIN009,PLIEGO DE LIJA,2.39
PIN010,"PINTURA CAUCHO TIPO ""A"" P/INTERIOR 5 GLN",242.42
PIN011,MATERIALES TIPO 1 PARA PINTAR,0.11
PIN012,PINTURA DE ESMALTE VP O SIMILAR,52.91
PIN013,"PINTURA CAUCHO TIPO ""A"" P/EXTERIOR 5 GLN",251.24
PIN014,PINTURA EPOXICA AMERLOCK 400 O SIM,220.4
PIN015,PINTURA ANTICORROSIVA DE PRIMERA CALIDAD,55.1
PIN016,PINTURA ANTICORROSIVA,47.92
PIN017,PINTURA DE ALUMINIO DIFUSO,54.02
PIN018,"PINTURA DE CAUCHO TIPO ""A"" MONTANA O SIM",51.84
PIN019,"PINTURA ACROVINILICA INTERIOR TIPO ""A""",49.54
PIN020,PINTURA DE CAUCHO CLORADO,73.85
PIN021,MATERIAL PARA ELIMINAR ADHERENCIA EN CAB,0.11
PIN022,PINTURA CAUCHO CLORADO P/VIALIDAD NO REF,66.14
PIN023,PINTURA DE TRAFICO REFLECTIVA,68.32
PIN024,PINTURA EN PASADORES LISOS (L/2),2.18
PIN025,PINTURA P/PROTECCION RECUBRIMIENTO EPOXI,121.22
PIN026,PINTURA EPOXICA PARA FONDO,82.64
PIN027,PINTURA PARA POSTE TIPO B.T. CON ACCESOR,49.54
PIN028,PINTURA PARA POSTE DE ACERO A.T. Y ACCES,44.07
PIN029,PINTURA TRANSICAPA A COLOR PARA CANCHAS,48.45
PIN030,PINTURA Y LACA PARA IMPRESION DE PICTOGR,10.18
PIN031,SOLVENTE MINERAL XILOL,16.5
PIN032,SOLVENTE PARA BROCHAS,26.18
PIN033,PINTURA SUPER ESMALTE MONTANA O SIMILAR,58.41
PIN034,PINTURA DE ESMALTE TIPO A #,57.34
PIN035,PINTURA EN POLVO ELECTROSTATICA BLANCO L,24.26
PIN036,PINTURA EN POLVO ELECTROSTATICA AZULADA,24.26
PIN037,PINTURA EN POLVO ELECTROSTATICA NEGRO MA,24.26
PIN038,PINTURA SATINADO,52.39
PIN039,PINTURA ESMALTE SHERWIN WILLIAMS O SIM,50.73
PIN040,"BROCHA DE 3""",8.81
PIN041,"PINTURA DE CAUCHO TIPO ""A"" O SIMILAR",48.45
PIN042,PINTURA DE TRAFICO BLANCA CON PERLAS,308.56
PIN043,PINTURA DE TRAFICO AMARILLA CON PERLAS,297.54
PIN044,PINTURA PARA CANCHAS IMPERPLAST O SIM,220.4
PIN045,SOLVENTE PARA BREA EPOXICA (EPOCRET THIN,27.55
PIN046,PINTURA SELLADOR ESPECIAL,52.91
PIN047,PINTURA DE CAUCHO MONTANA O SIMILAR TIPO,55.1
PIN048,"PINTURA DE CAUCHO MONTANA TIPO ""B"" O SIM",40.77
PIN049,PINTURA SELLADOR PARA MADERA LISTO P/APL,55.1
PIN050,SEÑAL PLASTICA INCENDIO/ESCAPE 20X25 CM,6.62
PIN051,SIKAFELT TELA PARA APLICAR SIKAFILL,1.08
PIN052,"PINTURA DE CAUCHO VP TIPO ""A"" O SIMILAR",49.54
PIN053,"PINTURA DE CAUCHO PINCO TIPO ""B"" O SIMIL",39.67
PIN054,PINTURA DE TRAFICO REFLECTIVA STANDARD,308.56
PIN055,MATERIAL TERMOPLASTICO REFLECTIVO,4.41
PIN056,MICROESFERAS DE VIDRIO-PERLAS P/PINTURA ,6.62
PIN057,PINTURA DE CAUCHO,49.54
PIN058,PINTURA BASE PARA CANCHAS TRANSICAP O SI,220.4
PIN059,PINTURA TRAFICO BLANCA SIN PERLAS AYA O ,269.98
PIN060,PINTURA POLVO OXIDO DE HIERRO ROJO,6.62
PIN061,PINTURA BREA EPOXICA POLIAMIDA JGO 5 GAL,385.72
PIN062,PINTURA MATIZADA TIPO A,46.29
PIN063,"PINTURA MATIZADA FLAMUKO TIPO ""B"" O SIM",26.45
PIN064,MASILLA EPOXICA Y ACTIVADOR,92.57
PIN065,SEÑAL REFLECTIVA TIPO IA  GRADO INGENIER,22.02
PIN066,PINTURA MATIZADA MONTANA TIPO A,51.84
PIN067,"PINTURA MATIZADA MONTANA TIPO ""B"" O SIM",38.58
PIN068,SEÑAL REFLECTIVA TIPO IB SUPER INGENIERI,28.62
PIN069,SEÑAL REFLECTIVA TIPO II SUPER INGENIERI,49.21
PIN070,"PINTURA MATIZADA PINCO PITTSBURG TIPO ""A",44.07
PIN071,BANDA DE LIJA PARA LIJADORA ELECTRICA,4.41
PIN072,PINTURA EPOXICA P/PISOS TRAFICO PESADO-2,137.72
PIN073,PINTURA MATIZADA VP O SIMILAR,41.85
