CodMat,Descri,CosMat
MZ0064,BORAX,5.54
MZ0065,BORNE DE TOPE,0.86
MZ0066,BORNES DE CONTROL CON ACCESORIOS,7.69
MZ0067,BORNES SECCIONABLE P/CABLE 26-14AWG 500V,5.54
MZ0068,BOTAS PLASTICAS CAÑA LARGA (GOMA) C/PUNT,38.58
MZ0069,BOTONES DE ACCIONAMIENTO EN CESTA,27.55
MZ0070,BRAGA /UNIFORME DE TRABAJO,44.07
MZ0071,BRAGA DE SEGURIDAD,37.71
MZ0072,BRAGA DESECHABLE TYVEK,6.62
MZ0073,BRAGAS DE ALGODON /UNIFORME TRABAJADOR,44.07
MZ0074,BRAGAS ESTAMPADAS,49.54
MZ0075,"BRIDA Ø 1"" C/REDUC A Ø 1/2"" ASTM A-105,1",49.54
MZ0076,BROCA/ KIT DE 15 A 50 MM,44.07
MZ0077,"BROCHAS DE 2"" A 4"" (JUEGO)",13.22
MZ0078,"BUSHING DE 1""",55.1
MZ0079,"BUSHING DE 3/4""",33.09
MZ0080,CABLE CONEXION BAJA TENSION,3.87
MZ0081,CABLE DE CONTROL,8.81
MZ0082,CABLE DE POTENCIA/ MOTORES MEDIA TENSION,11.02
MZ0083,CABLE DE SALIDA DE MOTOR MEDIA TENSION,70.34
MZ0084,CABLE ELECTRICO BAJA TENSION,3.87
MZ0085,CABLE ST PVC 4X10 AWG CU 75°C 600V,12.44
MZ0086,CABLE ST PVC 4X12 AWG CU 75°C 600V,8.11
MZ0087,CABLE ST PVC 4X14 AWG CU 75°C 600V,8.79
MZ0088,CABLE ST PVC 4X4 AWG CU 75°C 600V,47.38
MZ0089,CABLE ST PVC 4X8 AWG CU 75°C 600V,17.55
MZ0090,CAJA DE CONEXION JB-11-DIN-02,4958.96
MZ0091,CAJA DE PASO P/CABLES DE CONTROL 400X400,335
MZ0092,CARBONERA DE ALTERNADOR,55.1
MZ0093,CARBONERA DE ARRANQUE,110.19
MZ0094,CARPETA AMARILLA,13.21
MZ0095,CARPETA BLANCA,4.41
MZ0096,CARTUCHODE MASCARILLA P/POLVO P100 3M,11.02
MZ0097,CATALIZADOR MEK P/CURADO DE RESINAS,38.58
MZ0098,CARTUCHOS DE PULIDO CON PAÑO DE FIBRA Y ,0.7
MZ0099,CEPILLO DE CERDAS GRUESAS,3.28
MZ0100,CEPILLO DE ALAMBRE CON MANGO DE MADERA 4,3.28
MZ0101,CEPILLO DE ALAMBRE DE COBRE MANGO MADERA,4.41
MZ0102,CEPILLO DE ALAMBRE TIPO COPA ENTORCHADO ,8.81
MZ0103,CEPILLO PARA ESMERIL,27.55
MZ0104,CERTIFICACION DE PRUEBA HIDROSTATICA,2203.96
MZ0105,CERTIFICACION EN ALTURA,88.17
MZ0106,CERTIFICACION EN ESPACIOS CONFINADOS Y A,88.17
MZ0107,CHAMPU INDUSTRIAL,22.02
MZ0108,CHAQUETA DE ALUMINIO (1.22 X 30 X 1MM),440.79
MZ0109,PINTURA ESMALTE EPOXI PASIVO CHARTEK 221,1102
MZ0110,CILINDRO/ REPUESTO P/EQUIPOS - MAQUINAS,110.19
MZ0111,CINTA ELECTRICA DE FIBRA DE VIDRIO #27 S,22.02
MZ0112,CINTA DE ACORDONAMIENTO (SEGURIDAD),11.02
MZ0113,CINTA ADHESIVA DE ALUMINIO 50 MTS. ESPES,8.81
MZ0114,CINTA DE AMARRE,1.18
MZ0115,CINTA DE AMARRE RESISTENTE AL FREON,2.18
MZ0116,CINTA DE AMARRE TIRRAP /TIE-WRAP,0.02
MZ0117,CINTA DE SEGURIDAD DE 200M,16.62
MZ0118,CINTA FIBRA D/VIDRIO ALTA RESISTENCIA TE,22.02
MZ0119,CINTA DE ACORDONAMIENTO/SEGURIDAD DE 200,0.08
MZ0120,CLAVO P/FIJACION EN CONCRETO C/ARAND PLA,0.53
MZ0121,"CLAVOS 3 1/2"" X 10MM",13.22
MZ0122,CODO DE 90,16.5
MZ0123,CODO DE COBRE RIGIDO,2.18
MZ0124,"CODO DE COBRE RIGIDO 7/8""",3.87
MZ0125,"CODO DE 45 Ø1"" 3000 LBS, A-105 SW",71.65
MZ0126,"CODO DE 90 Ø1"" 3000 LBS, A-105 SW",71.65
MZ0127,COLUMNA CENTRAL DEL ACTUADOR ELECTRICO H,385.72
MZ0128,COMBUSTIBLE,0.53
MZ0129,COMBUSTIBLE DIESEL,0.53
MZ0130,COMBUSTIBLE GASOLINA,0.53
MZ0131,COMBUSTIBLES Y ADITIVOS P/ INST Y RETIRO,23.12
MZ0132,COMBUSTIBLES Y LUBRICANTES,2.93
MZ0133,COMIDAS (ALMUERZO + REFRIGERIO),16.5
MZ0134,COMPUESTO SELLADO C/FIBRA CHICO CROUSE H,55.1
MZ0135,COMPUESTO UNIONES INHIBIDOR D/CORR BURND,44.07
MZ0136,COMPUESTO SELLADOR CHICO A3 CON 1/16 OZ.,132.23
MZ0137,COMPUESTO SELLANTE,132.23
MZ0138,COMPUESTO SELLANTE DEACON 3100-S/DEACON ,3686.17
MZ0139,MATERIALES PARA CONCRETO FC=250 KG/CM2,418.76
MZ0140,CONCRETO FC =350KGF/CM2 C/FIBRA DE POLIP,495.91
MZ0141,CONCRETO FC = 350 KGF/CM2 CON FIBRA DE V,495.91
MZ0142,CONCRETO SEGUN ESPECIFICACIONES,176.32
MZ0143,CONDUCTOR-CABLE TRENZADO COBRE 6 AWG VER,4.03
MZ0144,CONDUIT FLEXIBLE ACERO GALV RECUBIERTO D,15.4
MZ0145,"CONDULET D= 2"" TIPO C",22.02
MZ0146,"CONDULET D= 2"" TIPO L",30.36
MZ0147,"CONDULET ""T"" DE FERALOY ELECTROGALVANIZA",66.14
MZ0148,"CONDULET  D=1-1/2"" TIPO C",21.81
MZ0149,"CONDULET  D=1-1/2"" TIPO LR",13.22
MZ0150,"CONDULET D=3/4"" TIPO LC",49.54
MZ0151,"CONDULET D=1"" TIPO TB",22.02
MZ0152,"CONDULET D=3/4"" TIPO TB",22.02
MZ0153,"CONECTOR CONDUIT PESADO HUB  Ø 1"" ESTD",22.02
MZ0154,"CONECTOR CONDUIT PESADO HUB  Ø 3/4"" STAN",16.5
MZ0155,"CONECTOR RECTO CON OREJA DE TIERRA DE 1""",27.55
MZ0156,"CONECTOR CODO 90° DE 3/4""",16.5
MZ0157,CONECTOR COMPRESION P/CABLE EN DERIVACIO,6.07
MZ0159,CONECTOR TERMINAL DE COMPRESION CAL #2AW,9.12
MZ0160,"CONECTORES DE PROTECCION DE 3/4""",1.08
MZ0161,CONEXION EXOTERMICA,154.29
MZ0162,CONSUMIBLE PARA LIMPIEZA,16.05
MZ0163,CONSUMIBLE DE LIMPIEZA,0.53
MZ0164,CONSUMIBLE LIMPIEZA INTERCAMBIADOR,319.57
MZ0165,CONSUMIBLES P/INSTALACION PROVISIONAL,363.67
MZ0166,CONSUMIBLES VARIOS P/MOVILIZACION DESMOV,440.79
MZ0167,"CONSUMIBLES (ESTACA, CABILLA, PINTURA)",33.09
MZ0168,CONSUMIBLES P/MANTENIMIENTO AREAS VERDES,17.1
MZ0169,CONSUMIBLES DE INSPECCION,30.29
MZ0170,CONSUMIBLES DE LAPEADO / PULITURA,76.04
MZ0171,"CONSUMIBLES DE OBRA (CLAVO, ALAMBRE, MAD",15.11
MZ0172,CONSUMIBLES DE SOLDADURA Y ESMERILADO,2.18
MZ0173,"CONSUMIBLE ELECTRICOS: TEIPE, TIRRO, TIE",11.02
MZ0174,CONSUMIBLES ELECTRICOS TEIPE TIRROTIE-WR,1.08
MZ0175,CONSUMIBLES PARA FIJACION DE TUBERIA,1.08
MZ0176,CONSUMIBLES P/PROTECCION DE CABLES FUERZ,826.5
MZ0177,CONSUMIBLES VARIOS FACILIDADES PROVISION,165.32
MZ0178,CONSUMIBLES VARIOS,27.55
MZ0179,"CONSUMIBLES VARIOS (LIJAS, CEPILLOS DE A",5.41
MZ0180,"CONSUMIBLES P/ACOND: GRANZON, LISTONES, ",1.97
MZ0181,CONSUMIBLES TAPE-TIRRAP- CONECTORES-TEFL,2.18
MZ0182,CONSUM. ESCOBA BOLSAS COLETO JABON PAPEL,3.28
MZ0183,CONSUMIBLES VARIOS PERSONAL DIARIO,66.14
MZ0184,CONSUMO DE GASOIL/DISEL,0.58
MZ0185,CONTROL DE MATERIALES (BILL OF MATERIAL),2203.96
MZ0186,CONTROL DE SOLDADURA (WPS),2203.96
MZ0187,CONVENIO CLINICA PEQUIVEN-SERV. EMERGENC,33.09
MZ0188,CONVENIO CLINICA  PEQUIVEN PARA 30 PERSO,991.78
MZ0189,CONVENIO CLINICA PEQUIVEN P/PERSONA (MES,33.09
MZ0190,"COPAS DE COBRE 7/8""",3.45
MZ0191,CORREA ALTERNADOR,33.09
MZ0192,CORREA DE VENTILADOR,66.14
MZ0193,CORREA TRANSPORTADORA DE MANGUERAS,330.58
MZ0194,COSTO PEAJE SEGUN DISTANCIA MEDIA 6 EJES,7.67
MZ0195,"ACOPLE ASTM A-105 1"" ROSCA NPT",13.22
MZ0196,CUCHILLAS,17.64
MZ0197,CUCHILLAS PARA TORNO,29.7
MZ0198,DATA SHEET (HOJA DE DATOS),2203.96
MZ0199,DECAL - PANEL DISPLAY EN CESTA,33.09
MZ0200,DELANTAL DE CARNAZA P/SOLDADOR,33.09
MZ0201,DESENCOFRANTE SIKA,8.24
MZ0202,TAMBOR DE DESENGRASANTE,962.71
MZ0203,GALON DE DESENGRASANTE,17.38
MZ0204,DESENGRASANTE,4.63
MZ0205,DESENGRASANTE INDUSTRIAL (GAL),17.38
MZ0206,DESENGRASANTE INDUSTRIAL BIODEGRADABLE,4.63
MZ0207,DESPLAZADOR DE HUMEDAD,19.84
MZ0208,DESPLAZADOR DE HUMEDAD DIELECTRICO SPRAY,8.8
MZ0209,DETERGENTE KHAM,13.22
MZ0210,LITRO DE DETERGENTE,4.97
MZ0211,DIELECTRICO REMOVEDOR DE HUMEDAD,8.75
MZ0212,CAJA DE DISCO DE CORTE,55.1
MZ0213,DISCO DE CORTE,8.81
MZ0214,"DISCO DE CORTE 7""",7.69
MZ0215,"DISCO DE CORTE 7"" (CAJA 50UND)",53.09
MZ0216,DISCO DE CORTE CON PUNTA DE DIAMANTE,27.55
MZ0217,CAJA DE DISCO DE ESMERILAR,55.1
MZ0218,DISCO DE ESMERILAR,8.81
MZ0219,"CAJA DISCO DE ESMERILAR 7"" (10 UNIDADES)",77.13
MZ0220,"COPA DE ALAMBRE DE 4"" (ENTORCHADO)",6.18
MZ0221,"DISCO TIPO FLAPPER MARCA DEWALT 4 1/2""",5.54
MZ0222,DISPOSICION FINAL DE CENIZAS,27.01
MZ0223,DOTACION EQUIPO PROTECCION PERSONAL DIRE,319.57
MZ0224,DOTACION EQUIPO PROTECCION PERSONAL INDI,319.57
MZ0225,DOTACION INICIAL EQUIPO PROTECCION PERSO,115.7
MZ0226,DOTACION EQUIPO PROTECCION PERSONAL EPP,297.54
MZ0227,DRIZA 5MM X 300M / CUERDA,88.17
MZ0228,ELABORACION DOSSIER CIVIL/MEC/ELEC/INSTR,2699.86
MZ0229,ELABORACION DE INFORME,385.72
MZ0230,ELECTRODO,13.22
MZ0231,"ELECTRODO E-6010 1/8""",5.54
MZ0232,"ELECTRODO E-6010 3/32""",6.39
MZ0233,"ELECTRODO E 7018 1/8""",7.69
MZ0234,"ELECTRODO E 7018 3/32"" LINCOLN",6.51
MZ0235,"ELECTRODO E 7018-A1 1/8"" 5/32""",11.02
MZ0236,"ELECTRODO E 9018-G H4 1/8"", 3/16""",19.84
MZ0237,ELECTRODO ER70 S2/S6,18.19
MZ0238,ELECTRODO E R70S-A1,24.26
MZ0239,"ELECTRODO 7018 3-32""",6.62
MZ0240,VARILLA ELECTRODO TUNGSTENO SOLD-TIG UNI,9.88
MZ0241,ELECTRODO E 7018 SMAW,5.43
MZ0242,LIMPIADOR DIELECTRICO - ELECTRON,16.5
MZ0243,ELEMENTOS DE SOPORTE FABRICADOS SOBRE DI,6.62
MZ0244,EMPACADURA ABIERTA NEOPRENO CONDULET FOR,27.55
MZ0245,EMPACADURA ABIERTA NEOPRENO P/CONDULET F,16.5
MZ0246,EMPACADURA PARA VALVULA SOBREPRESION,44.07
MZ0247,EMPACADURA SENSOR DE TEMPERATURA DE ACEI,16.5
MZ0248,EMPACADURA SENSOR DE TEMPERATURA DE DEVA,33.09
MZ0249,EMPACADURAS RELE BUCHHOLZ,38.58
MZ0250,ENCOFRADO DE MADERA  (0.08X3.66),11.02
MZ0251,ENCUADERNACION Y COPIADO,16.5
MZ0252,FERRUL- FERRULE P/ MANGUERA HIDRAULICA 1,11.02
MZ0253,ENGOMADO EN INTERCAMBIADOR CATODICO,1322.37
MZ0254,ENGRAPADORA /GRAPADORA HOJAS/OFICINA,8.81
MZ0255,ENSAYO PROCTOR MODIFICADO,396.71
MZ0256,ENSAYO RESISTENCIA CONCRETO COMPRESION 7,88.17
MZ0257,ROLLO D/ENVOPLAST INDUSTRIAL 50CMX450M P,22.02
MZ0258,ESPAGUETI O TUBO TERMOCONTRAIBLE,11.02
MZ0259,EPOXI ALTO ESPESOR (80% DE SOLIDOS) DUPO,991.78
MZ0260,EPOXI MODIFICADO MAYOR AL 78%,87.07
MZ0261,EPOXICO HILTI HIT - RE-500SD,99.08
MZ0262,EPOXI UNIVERSAL HB MONTANA,118.79
MZ0263,EQUIPO PROTECCION PERSONAL FABRICADOR,55.1
MZ0264,EPP -TRAJE BASICO SOLDADOR,110.19
MZ0265,EQUIPO DE PINTURA,55.1
MZ0266,EQUIPOS DE SEGURIDAD P/TRABAJADORES,176.32
MZ0267,ESMALTE EPOXY MANPICA,121.22
MZ0268,PINTURA KEM INDUSTRIAL AMARILLO RAL 1003,80.47
MZ0269,PINTURA ESMALTE POLIURETANO RAL 1021 AMA,63.93
MZ0270,PINTURA POLIURETANO RAL 2010 COLOR ANARA,82.64
MZ0271,PINTURA DE ESMALTE POLIURETANO RAL 5017 ,108
MZ0272,PINTURA POLIURETANO RAL 6019 VERDE,108
MZ0273,PINTURA DE ESMALTE POLIURETANO RAL 7005 ,108
MZ0274,PINTURA DE ESMALTE POLIURETANO RAL 7040,108
MZ0275,PINTURA DE ESMALTE POLIURETANO RAL 9005 ,108
MZ0276,PINTURA DE ESMALTE POLIURETANO RAL 9006,108
MZ0277,ESPATULAS,3.76
MZ0278,PALETA / ESTIBA DE MADERA 1X1.2 M,15.4
MZ0279,EXAMEN MEDICO,88.17
MZ0280,EXAMEN MEDICO POST EMPLEO CONVENIO,11.02
MZ0281,EXAMEN MEDICO PREEMPLEO BASICO/CONVENIO,44.07
MZ0282,EXAMEN MEDICO P/ESPACIO CONFINADO,110.19
MZ0283,EXAMENES MEDICOS ESPECIALES,110.19
MZ0284,EXAMENES MEDICOS P/ALTURA Y ESPACIO CONF,110.19
MZ0285,EXAMEN MEDICO PRE Y POST EMPLEO,55.1
MZ0286,FABRICACION Y PLANOS DE CONEXIONES,2203.96
MZ0287,FAROS LED ALTA LUMINOSIDAD,22.02
MZ0288,"FIBRA DE CERAMICA 2""",176.32
MZ0289,FIELTRO DE FIBRA MAT 305,9.88
MZ0290,FIELTRO DE FIBRA MAT GRAMAJE 450,16.5
MZ0291,FIELTRO DE VELO EN SUPERFICIE (TIPO C),55.1
MZ0292,FIJADOR DE ROSCA,41.85
MZ0293,FILTRO DE ACEITE (VOOLCO MODELO: LF777),330.58
MZ0294,FILTRO DE ACEITE DE MOTOR,7.69
MZ0295,FILTRO DE AIRE,44.07
MZ0296,FILTRO DE COMBUSTIBLE,30.85
MZ0297,FILTRO DE COMPRESOR,60.63
MZ0298,FILTRO HIDRAULICO,55.01
MZ0299,FILTROS P-100 P/MASCARILLAS,18.85
MZ0300,FIVE STAR CEMENTOSO P/REP ESTRUCTURALES,176.32
MZ0301,FLEJE DE FIJACION,2.18
MZ0302,"FLEJE 3/4""-1/2"" ACERO INOXIDABLE",15.4
MZ0303,"FLEJE DE 1/2"" ACERO INOXIDABLE",127.82
MZ0304,"FLEJE DE 3/4"" ACERO INOXIDABLE",49.54
MZ0305,FLEJE PARA EMBALAR,71.65
MZ0306,FLEJE METALICO PARA ALTA TEMPERATURA,33.09
MZ0307,GALON DE FONDO EPOXY ALTO SOLIDO,154.29
MZ0308,PINTURA DE FONDO ANTICORROSIVO,43.5
MZ0309,CUÑETE FONDO EPOXICO,826.5
MZ0310,FONDO EPOXICO AMINA HB- HIGH BUILD ALTO ,209.36
MZ0311,FONDO EPOXY DE ALTO SOLIDO,826.5
MZ0312,PINTURA DE FONDO RAL 7040 (GRIS),77.13
MZ0313,ACCESORIO CONDULET FORMA 8,25.36
MZ0314,FORMULA MARINA,11.02
MZ0315,FRESA DE DESGASTE,24.26
MZ0316,"FUNDA DE RODILLO PELO CORTO 4"" X 6 MM",3.28
MZ0317,FUNDA P/RODILLO DE PINTAR,4.32
MZ0318,MATERIAL PAPELERIA FUNDAS TRASNP.,5.54
MZ0319,RECUBRIMIENTO/GALVANIZADO AL FRIO,826.5
MZ0320,GANCHO CON ARANDELA Y TUERCA,2.18
MZ0321,GANCHO TIPO S ACERO INOX 304,3.28
MZ0322,GASOIL PUESTO EN OBRA,1.08
MZ0323,GASTOS REEMBOLSABLES,35372.88
MZ0324,GEL ACOPLANTE (250 ML),5.54
MZ0325,GEL ANTIBACTERIAL,32.73
MZ0326,GLICERINA,8.81
MZ0327,GOMA AISLANTE/PROTECCION MOTORES ELECTRI,8.81
MZ0328,GOMA DE CURADO QUIMICO CLOROBUTILO C623B,440.79
MZ0329,GOMA SOPORTE,13.22
MZ0330,GRAPA TIPO CHAQUETA TEE 3 TAPAS,137.72
MZ0331,GRAPAS PARA GRAPADORA DE OFICINA,2.18
MZ0332,GALON DE GRASA,22.02
MZ0333,GRASA,81.56
MZ0337,GRASA DE ALTA TEMPERATURA,66.14
MZ0338,GRASA GRAFITADA,6.89
MZ0339,GRASA LUBRICANTE ANTI SIZE DE MOLIGDENO,430.87
MZ0340,GRASA LUBRICANTE ANTIFRICCION ALTA TEMPE,66.14
MZ0341,GRASA PARA RODAMIENTOS,16.5
MZ0342,GUANTES,2.18
MZ0343,GUANTES CARNAZA REFORZADO SOLDADOR C/MAT,12.13
MZ0344,GUANTES CAROLINA CON PUNTOS DE PVC,1.08
MZ0345,GUANTES DE CARNAZA LARGO PARA SOLDADOR/F,11.02
MZ0346,GUANTES DE CUERO ANDAMIEROS,3.07
MZ0347,GUANTES TIPO VAQUETA,6.51
MZ0348,"HEBILLA DE 1/2"" ACERO INOXIDABLE",5.54
MZ0349,HEBILLA DE ACERO INOXIDABLE PARA FLEJE 3,5.54
MZ0350,HEMBRILLA DE ACERO INOXIDABLE,0.44
MZ0351,SERVICIO DE HIELO Y AGUA,27.55
MZ0352,HISOPOS,0.53
MZ0353,CONECTOR HUB DE FERALOY ELECTROGALVANIZA,18.73
MZ0354,IDENTIFICACION DE ESTATUS/ETIQUETA,0.61
MZ0355,IMPERMEABILIZANTE XYPEX CONCENTRADO,19.22
MZ0356,IMPERMEABLE P/LLUVIA,15.4
MZ0357,IMPLEMENTOS BASICO DE SEGURIDAD,220.4
MZ0358,"IMPLEMENTOS DE LIMPIEZA (SOLVENTE, ESPAT",117.47
MZ0359,INFORME TOPOGRAFICO,132.23
MZ0360,INFORME TECNICO FINAL,11.7
MZ0361,INHIBIDOR DE CORROSION,165.32
MZ0362,PERFIL UNISTRUD GALVANIZADO EN CALIENTE,22.02
MZ0363,INSPECCION FINAL (PLANOS AS BUILT),2203.96
MZ0364,INSPECCION POR RADIOGRAFIA,2203.96
MZ0365,INSUMOS DE BAÑO,2.51
MZ0366,INSUMOS DE LIMPIEZA,2.51
MZ0367,PINTURA INTER ZINC 22 EPOXI,771.4
MZ0368,PINTURA POLIURETANO INTERTHANE 50,495.91
MZ0369,PINTURA INTERTHEM 50,99.2
MZ0370,PINTURA INTERZINC,936.68
MZ0371,PINTURA INTERZINC 52,661.2
MZ0421,LIPESA 1540 PLV COAGULANTE,9.88
MZ0422,LIQUIDOS DESINFECTANTES,8.81
MZ0423,PROCURA EQ RESPUESTOS 1 AÑO VS-C-2024-01,44740.77
MZ0424,PROCURA ARRANQUE EQUIPOS REPUESTOS VB-C-,6281.35
MZ0425,PROCURA DE MATERIALES VS-C-2024-019-012-,2203.96
MZ0426,LISTON DE MADERA DE 1X1 PLG,2.18
MZ0427,LOGISTICA DE VIAJES,551.02
MZ0428,LOGISTICA PERSONAL DIRECTO,13884.77
MZ0429,LOGISTICA PERSONAL INDIRECTO,8582.76
MZ0430,LONA,55.1
MZ0431,PROCURA EQUIPOS/ACCE PROYECTO: HARDWARE ,166400.48
MZ0432,LUBRICANTE DIELECTRICO,27.55
MZ0433,LUMINARIA CONDORLED DE 200W (120-277)V,683.22
MZ0434,MADERAS PARA SOPORTE Y NIVELACION,210.48
MZ0435,MALLA GALLINERO HUECO 2X2 1.65MTX30MTX1M,88.17
MZ0436,MANGA AISLANTE ESPARRAGOS 1/2,23.12
MZ0437,MANGA AISLANTE ESPARRAGOS 5/8,27.55
MZ0438,MANGAS DE CARNAZA,9.88
MZ0439,MANGUERA  HIDRAULICA MANLIFT,551.02
MZ0440,MANGUERA DEL SISTEMA HIDRAULICO,385.72
MZ0441,MANTA DE LANA MINERAL DE ROCA DE PULG (5,137.72
MZ0442,MANTENIMIENTO DE OBRAS PROVISIONALES,551.02
MZ0443,MANTENIMIENTO DE PLANTA ELECTRICA,132.23
MZ0444,MANTENIMIENTO PLANTA ILUMINACION,132.23
MZ0445,MARCA METAL,11.02
MZ0446,MARQUILLAS PARA IDENTICACION DE CABLES,1.61
MZ0447,MASCARA 3M MODELO 2091/2097MEDIA CARA CO,34.15
MZ0448,MASCARAS DESECHABLE P/POLVO 8210,0.53
MZ0449,CAJA MASCARILLA DESECHABLE 3M P/POLVO 82,38.58
MZ0450,"MATERIALES CONSUMIBLES (CAL, PINTURA)",11.02
MZ0451,"MATERIALES CONSUMIBLES (ESTACAS, CAL, PI",5.54
MZ0452,MATERIALES DE LIMPIEZA P/OBRA PROVISIONA,27.55
MZ0453,MATERIAL DE LIMPIEZA,20.91
MZ0454,MATERIAL DE PRESTAMO GRANULAR,77.13
MZ0455,MATERIAL DE VIDRIO,661.2
MZ0456,MATERIAL ELASTOMERICO PARA JUNTAS,11.02
MZ0457,MATERIAL FIBRA DE VIDRIO ,431.41
MZ0458,MATERIAL PARA INFORME,3.01
MZ0459,MATERIAL P.O.P.,330.58
MZ0460,MATERIAL P.O.P. POR UNIDAD,165.32
MZ0461,MATERIAL DE PRESTAMO PARA RELLENO,11.02
MZ0462,MATERIALES CONSUMIBLES,22.02
MZ0463,"MAT.CONSUMIBLE, MECHAS,ALAMB,ACEITE, TRA",440.79
MZ0464,MAT.ELECTRICIDAD P/INSTALACIONES PROVISI,5.54
MZ0465,MATERIALES DE ELECTRICIDAD P/INST.PROVIS,0.53
MZ0466,MATERIALES DE LIMPIEZA P/FACILIDADES PRO,27.55
MZ0467,MATERIALES DE OFICINA,1377.49
MZ0468,"MATERIALES D/PINTURA(SOLVENTE,BROCHAS Y ",352.52
MZ0469,MATERIALES ELECTRICOS VARIOS ,165.32
MZ0470,MATERIALES MENORES ,936.68
MZ0471,MAT. P/INSTALACION SELLO MECANICO TIPO C,275.51
MZ0472,MATERIALES DE LIMPIEZA,2.18
MZ0473,MATERIALES P/MANTENIMIENTO ,122.42
MZ0474,MATERIALES P/TOPOGRAFIA ,29.74
MZ0475,"CONSUMIBLES VARIOS: CAUCHOS, LUBRICANTES",0.49
MZ0476,MATERIALES VARIOS OBRA CIVIL,1818.29
MZ0477,MECATILLO POR ROLLO,82.64
MZ0478,MECATILLO,1.34
MZ0479,MECHAS,40.77
MZ0480,MECHAS INSERTOS,11.9
MZ0481,MEMBRANA DE PLASTICO NEGRO P/CONFINAR,6.18
MZ0482,MEMORIA USB,16.5
MZ0483,DESPLAZADOR DE HUMEDAD/AGENTE HIDROFOBIC,16.5
MZ0484,MOBILIARIO DE OFICINA SEGUN TIPO DE OBRA,16.5
MZ0485,MONOLENTES DE SEGURIDAD,5.54
MZ0486,"MOPA DE ALAMBRE DE 4""",17.74
MZ0487,MORDAZA PARA RETENER EL CABLE DE TIERRA ,27.55
MZ0490,MOVILIZACION / DESMOVILIZACION GRUA 200 ,25345.75
MZ0491,PINTURA BAJO SISTEMA MUNSELL NEGRO,88.17
MZ0492,PINTURA BAJO SISTEMA MUNSELL VERDE,88.17
MZ0493,NITROGENO N2 LIQUIDO,1.29
MZ0494,OJETES METALICOS DE 17MM,0.42
MZ0495,"DESGASTE TUBO DE ESCAPE. EMPACADURAS, ET",0.62
MZ0496,OTROS MATERIALES,551.02
MZ0497,PALETAS DE MADERA,29.54
MZ0498,PANEL FRONTAL DE TIERRA P/MANLIFT,440.79
MZ0499,PANEL FRONTAL MANDO CESTA P/MANLIFT,391.67
MZ0500,PAÑO DE FIBRA Y MICROCLOTH PARA PULIDO,0.21
MZ0501,PANTALLA FACIAL / CARETA PARA ESMERILAR,12.13
MZ0502,PAPEL HIGIENICO ,2.72
MZ0503,PAPEL P/DOCUMENTOS Y OTROS,2.18
MZ0504,PAPEL P/IMPRESION PLANOS,16.5
MZ0505,PAPEL BOND 20 TAMAÑO CARTA,63.93
MZ0506,PAPELERIA P/LOGISTICA Y SEGURIDAD,1289.34
MZ0507,PAPELERIA ,551.02
MZ0508,PAPELERIA GENERAL PARA REALIZACION DE PL,55.1
MZ0509,PAQUETE (1) DE VASOS Y 3 BOLSAS NEGRAS,11.02
MZ0510,PAQUETE DE 100 VASOS CONICOS P/ TOMA DE ,3.07
MZ0511,PASTA DE LAPEADO,23.63
MZ0512,"PASTA DIAMANTE PARA LAPEADO 10,20,30,40 ",121.22
MZ0513,PASTA EPOXICA,17.84
MZ0514,PASTILLAS DE FRENO,55.1
MZ0515,PEAJES,110.19
MZ0516,PENDRIVE DE 256 GB /USB ALMACENAMIENTO,5.54
MZ0517,PEGA BLANCA PARA PAPELERIA,2.72
MZ0518,PEGA P/TUBERIA PVC,38.58
MZ0519,PEGA LOCTITE,2.51
MZ0520,"PERFIL DE SECCC.TRANSV  ""I"" 120MM ANCHO ",66.14
MZ0521,PERFIL TIPO L 50X50X4MM GALV EN CALIENTE,99.2
MZ0522,PERFIL STRUT SENCILLO ,110.19
MZ0523,PERFIL TIPO U 100X50X4MM GALV EN CALIENT,132.23
MZ0524,PERFIL TIPO U 80X35X4MM GALV EN CALIENTE,110.19
MZ0525,PERFIL UNISTRUT,46.29
MZ0526,PERFIL UNISTRUT TIPO V,110.19
MZ0527,PERFIL TIPO U ALTO=120MM ANCHO=45MM PESO,19.84
MZ0528,PERFORADORA DE OFICINA,11.02
MZ0529,"PERMATEX, TEFLON",11.02
MZ0530,"PERNOS DE ANCLAJE SS 304 3/8"" X 3/4""",9.88
MZ0531,PERNOS TIPO HILTI KB3. TAMAÑO: 1/2’’ X 2,16.5
MZ0532,PERNOS TIPO HILTI KB3. TAMAÑO: 3/8’’ X 2,8.81
MZ0533,PETROLATO /VASELINA,110.19
MZ0534,PINCEL ,2.18
MZ0535,PINTURA,93.67
MZ0536,PINTURA ALUMINIO SILICONADO,385.72
MZ0537,PINTURA BASE SEGUN ESPECIFICACIONES,198.38
MZ0538,PINTURA BITUMINOSA TIPO IPA O SIMILAR,272.75
MZ0539,PINTURA CONDUCTORA DE PLATA,3.28
MZ0540,PINTURA DE ACABADO,198.38
MZ0541,PINTURA DE ALUMINIO SILICONADO,385.72
MZ0542,PINTURA EN SPRAY NEGRO RAL 9005,13.22
MZ0543,PINTURA EPOXI,159.78
MZ0544,PINTURA EPOXICA INTERNATIONAL,198.38
MZ0545,PINTURA EPOXICA MONTANA,132.23
